"serialNumberInserv","system_companyName","system_model","updated","system_installDate","capacity_total_sizeTiB","capacity_total_freePct","capacity_byType_fc_sizeTiB","capacity_byType_nl_sizeTiB","capacity_byType_ssd_sizeTiB","capacity_total_dedupeRatio","virtualCapacity_byType_tdvv_vvCount","virtualCapacity_byType_tdvv_sizeTiB"
"3428","Sage","7200c","2016-09-21 17:02:58","2015-02-10","34.90234375","53.52545928955078","","","34.90234375","","",""
"3860","Spirit of '76","8400","2016-09-21 16:07:07","2015-11-16","83.7890625","66.00233459472656","","","83.7890625","","",""
"3134","Ghost Girl","8200","2016-09-21 16:16:51","2016-01-06","34.90234375","47.62171173095703","","","34.90234375","2.0","13","18.6744140625"
"3070","Arcade","7200c","2016-09-21 16:34:35","2016-01-14","32.5625","78.64083862304688","25.59375","","6.96875","1.2000000476837158","1","2.4"
"3701","Zombie","7450","2016-09-21 22:52:07","2014-10-29","335.0625","69.12539672851562","","","335.0625","1.100000023841858","56","134.4"
"763","Basil Sandhurst","8200","2016-09-21 17:51:29","2016-08-09","13.9375","69.04428100585938","","","13.9375","","",""
"1845","Krang","8440","2016-09-21 23:11:52","2015-12-31","998.0","49.64421081542969","209.25","677.0625","111.6875","1.7999999523162842","3","28.799999999999997"
"2424","Poundcakes","7200c","2016-09-22 03:15:16","2015-05-06","62.82421875","32.012062072753906","","","62.82421875","1.5","24","31.550390625"
"3312","Ultragirl","7200c","2016-09-21 17:28:17","2015-06-26","27.921875","9.275321960449219","","","27.921875","","",""
"357","Fer-de-Lance","8200","2016-09-21 17:35:27","2016-06-07","20.94140625","15.295654296875","","","20.94140625","1.0","2","1.7578125"
"3107","Starlight","7200c","2016-08-11 11:42:14","2015-08-25","41.84375","16.462846755981445","34.875","","6.96875","1.399999976158142","2","2.4"
"1732","Electric Eve","8200","2016-09-21 23:27:53","2016-01-05","93.34375","42.247657775878906","","84.6328125","8.7109375","1.100000023841858","1","2.86875"
"3361","Motormouth","8200","2016-09-21 18:53:55","2016-05-31","62.82421875","79.82030487060547","","","62.82421875","1.399999976158142","5","24.0"
"2011","Captain Savage","7400c","2016-09-21 23:50:39","2015-03-02","111.6875","27.661582946777344","","","111.6875","1.2999999523162842","104","87.568359375"
"3764","Mary "Skeeter" MacPherran","8200","2016-09-21 19:39:55","2016-03-24","6.96875","42.79708480834961","","","6.96875","","",""
"2670","Boomerang","8200","2016-09-21 21:00:01","2016-08-17","83.7890625","53.84381866455078","","","83.7890625","1.2000000476837158","17","14.971874999999999"
"221","Ghoul","7440c","2016-09-21 16:32:17","2015-02-05","167.53125","26.814027786254883","","","167.53125","2.4000000953674316","26","192.378515625"
"1599","Vance Astro","8200","2016-09-21 16:24:50","2016-04-11","139.6484375","59.02936935424805","","","139.6484375","","",""
"3435","Baron Zemo","8200","2016-09-21 15:56:32","2016-07-01","10.453125","71.20702362060547","","","10.453125","1.2999999523162842","1","4.2"
"645","Fault Zone","7400","2016-09-21 18:28:21","2015-04-30","556.9296875","35.848052978515625","153.0","380.7421875","23.1875","1.100000023841858","7","7.785937499999999"
"560","Sybil Dorn","7200c","2016-09-21 20:50:52","2015-03-17","281.5","44.536800384521484","140.765625","112.8125","27.921875","1.0","1","1.2"
"2649","Doctor Dorcas","8200","2016-09-21 18:27:09","2016-06-30","10.453125","60.369956970214844","","","10.453125","1.2999999523162842","2","4.8"
"2947","Magnum","8200","2016-09-21 18:13:33","2016-07-05","83.75","31.117069244384766","76.78125","","6.96875","1.600000023841858","1","0.9375"
"1659","Goldbug","8440","2016-09-21 20:17:11","2016-07-12","893.75","89.15515899658203","","","893.75","4.800000190734863","118","1125.6"
"2074","Namora","7200c","2016-09-21 15:38:05","2015-02-06","6.96875","14.742152214050293","","","6.96875","1.2999999523162842","3","3.5999999999999996"
"1985","Crime-Buster","7200c","2016-09-07 15:57:01","2015-09-02","83.765625","84.44087219238281","","","83.765625","","",""
"2448","Screech","7200","2016-09-21 19:17:23","2014-10-21","20.90625","33.46412658691406","","","20.90625","1.0","6","8.7515625"
"649","Obliterator","8200","2016-09-21 18:41:18","2015-12-02","162.28125","7.2381086349487305","78.515625","","83.765625","1.399999976158142","6","21.544921875"
"4174","Wildside","7200c","2016-09-21 16:36:42","2015-10-02","20.90625","55.44655990600586","","","20.90625","","",""
"29","Fabian Cortez","7400","2016-09-21 16:57:51","2014-01-22","1465.890625","53.519351959228516","268.734375","1107.609375","89.546875","1.2999999523162842","4","13.2"
"3864","Whiteout","8400","2016-09-21 18:40:36","2015-12-16","1822.390625","92.62976837158203","","1794.515625","27.875","2.9000000953674316","44","11.936718749999999"
"4052","Karnilla","7450","2016-09-21 18:52:24","2014-07-04","79.875","19.588712692260742","","","79.875","","",""
"1707","Richard Fisk","7450c","2016-09-21 18:43:14","2015-07-15","106.5","17.818368911743164","","","106.5","1.2000000476837158","1","0.1171875"
"3182","Victor Mancha","7200","2016-09-21 19:45:52","2014-07-01","6.96875","4.680492877960205","","","6.96875","1.600000023841858","1","7.199999999999999"
"3994","Lorelei","8200","2016-09-21 21:35:08","2016-06-30","4.34765625","27.22372055053711","","","4.34765625","1.7000000476837158","4","6.1171875"
"3101","Betty Brant","20800","2016-09-21 19:11:46","2016-07-13","670.3125","67.56352233886719","","","670.3125","2.0","21","151.2"
"2139","Trader","8200","2016-09-21 19:33:13","2016-04-06","125.68359375","41.16394805908203","","","125.68359375","1.2000000476837158","9","29.4"
"2263","Valentina Allegra de La Fontaine","7450","2016-09-21 20:46:51","2014-10-27","111.703125","21.712827682495117","","","111.703125","1.600000023841858","87","122.44687499999999"
"2556","Darkhawk","7200c","2016-09-21 22:58:05","2015-03-19","62.82421875","21.22116470336914","","","62.82421875","1.2000000476837158","6","29.03671875"
"3741","Luchino Nefaria","7200c","2016-09-21 16:32:55","2015-05-20","41.8828125","47.150718688964844","","","41.8828125","","",""
"3419","Dormammu","7400c","2016-09-21 21:54:07","2015-09-03","27.921875","16.57806396484375","","","27.921875","1.2999999523162842","9","14.578125"
"3498","Senator Robert Kelly","8400","2016-09-21 17:37:06","2016-08-01","55.84375","61.65360641479492","","","55.84375","1.0","8","2.044921875"
"3329","Victor von Doom","7450","2016-09-21 19:19:37","2015-01-06","167.53125","17.146987915039062","","","167.53125","1.5","20","8.701171875"
"558","Zarek","20450","2016-09-21 07:16:35","2016-02-05","698.2421875","19.429651260375977","","","698.2421875","1.399999976158142","128","583.27734375"
"904","Death's Head II","7400c","2016-09-21 18:49:28","2015-01-29","614.25","49.71764373779297","191.953125","338.53125","83.765625","2.5","3","7.199999999999999"
"3311","Black Knight","7200c","2016-09-21 22:34:31","2015-10-02","58.15625","59.15838623046875","51.1875","","6.96875","1.7000000476837158","1","2.4"
"2926","Tomorrow Man","7200","2016-09-21 16:09:22","2013-04-03","193.9765625","80.9134521484375","102.375","84.6328125","6.96875","1.100000023841858","1","3.0"
"3687","Binary","8400","2016-09-21 19:19:18","2016-01-19","55.84375","77.32232666015625","","","55.84375","1.899999976158142","12","9.43125"
"4123","Gideon Mace","8450","2016-08-16 10:27:25","2016-08-12","69.8046875","68.54225158691406","","","69.8046875","","",""
"1288","Talia Josephine Wagner","7200c","2016-09-21 22:30:48","2015-08-06","108.1953125","40.54624557495117","38.390625","","69.8046875","1.2000000476837158","2","36.074999999999996"
"2655","Martha Johansson","8200","2016-09-21 19:42:43","2016-03-11","27.921875","7.162842750549316","","","27.921875","1.5","4","14.634374999999999"
"3104","Morbius","8200","2016-09-21 23:11:39","2016-02-04","55.859375","26.972028732299805","","","55.859375","1.399999976158142","12","24.0"
"117","Kiwi Black","7400c","2016-09-21 17:04:30","2015-07-07","488.6328125","12.279958724975586","","","488.6328125","1.100000023841858","507","195.242578125"
"2083","Mantra","8400","2016-09-21 23:23:27","2016-04-17","418.9453125","60.5100212097168","","","418.9453125","1.5","32","135.5765625"
"4365","Araki","8200","2016-09-21 23:00:05","2016-08-02","10.453125","29.951419830322266","","","10.453125","1.2999999523162842","2","3.96005859375"
"1051","Devil-Slayer","7200","2016-09-21 17:45:30","2015-02-11","125.59375","21.858671188354492","69.75","","55.84375","2.0","10","14.53125"
"1116","Herr Kleiser","7200c","2016-09-21 18:49:10","2015-01-29","69.8046875","62.06491470336914","","","69.8046875","1.0","9","2.042578125"
"1481","Bennet du Paris","7200","2016-09-21 19:53:38","2014-03-03","175.3515625","50.69391632080078","76.78125","84.6328125","13.9375","1.100000023841858","2","1.557421875"
"931","Yellowjacket","8450","2016-09-21 23:41:39","2016-06-10","893.75","54.11757278442383","","","893.75","1.2000000476837158","24","268.8"
"2911","Jubilee","8400","2016-09-21 16:10:28","2016-01-19","111.71875","60.678321838378906","","","111.71875","1.7999999523162842","25","28.713281249999998"
"3531","Shrunken Bones","8440","2016-09-21 20:19:39","2016-07-05","111.71875","57.347900390625","","","111.71875","1.2999999523162842","36","61.451953124999996"
"891","Zombie","7440c","2016-09-21 19:58:48","2015-08-04","13.3125","58.42136001586914","","","13.3125","1.100000023841858","12","1.40625"
"4200","Doctor Minerva","8450","2016-09-21 15:08:07","2016-02-10","111.71875","49.51748275756836","","","111.71875","","",""
"1843","Margali Szardos","7400c","2016-09-21 17:45:41","2015-07-21","69.8046875","75.67431640625","","","69.8046875","1.2000000476837158","6","23.915625"
"2318","Amina Synge","7200c","2016-09-21 17:54:45","2015-03-10","104.70703125","25.498973846435547","","","104.70703125","2.0","4","19.2"
"3699","Gideon Mace","8450","2016-08-16 10:28:27","2016-06-29","69.8046875","68.54225158691406","","","69.8046875","","",""
"1264","Negasonic Teenage Warhead","8200","2016-09-21 18:24:54","2016-04-22","83.7890625","75.5174789428711","","","83.7890625","10.300000190734863","6","10.801171875"
"3315","Stingray","7400","2016-09-21 23:27:36","2013-04-17","618.90625","37.652740478515625","563.0625","","55.84375","1.2000000476837158","1","9.375"
"2093","Goldbug","8440","2016-09-21 23:41:59","2016-01-26","446.75","81.15119171142578","","","446.75","3.0","32","278.4"
"655","Virako","8440","2016-09-21 19:32:52","2015-12-02","573.921875","47.67634963989258","261.71875","256.359375","55.84375","2.9000000953674316","1","1.2"
"2844","Kleinstocks","7450","2016-09-21 22:16:46","2015-11-13","55.84375","74.538330078125","","","55.84375","2.299999952316284","13","97.76015625"
"1357","Hangman","7400","2016-09-08 01:51:07","2013-07-24","169.625","9.26215934753418","127.5","28.1875","13.9375","2.5999999046325684","8","9.0"
"2813","Windshear","8450","2016-09-21 17:13:30","2016-05-05","135.71875","17.041791915893555","","","135.71875","","",""
"193","Toxin","8450","2016-09-21 08:38:35","2016-01-08","446.875","65.52753448486328","","","446.875","1.7999999523162842","415","349.62890625"
"2914","James Howlett","7200c","2016-09-21 20:23:39","2015-05-06","6.96875","73.15022277832031","","","6.96875","2.200000047683716","3","3.384375"
"1290","Nitro","8200","2016-09-21 19:37:48","2015-12-03","83.7890625","36.14219284057617","","","83.7890625","1.2999999523162842","19","33.66328125"
"2184","Soulfire","7450c","2016-09-21 16:10:14","2016-05-25","167.53125","18.375768661499023","","","167.53125","","",""
"1494","Spike Freeman","8450","2016-09-21 18:29:09","2016-04-14","223.4375","79.74650573730469","","","223.4375","1.600000023841858","180","49.8515625"
"529","Spider-Woman","8400","2016-09-21 22:56:41","2016-01-21","893.75","68.02316284179688","","","893.75","","",""
"1564","Crimson Cowl","7200","2016-09-21 23:09:59","2013-07-02","342.125","55.499290466308594","172.546875","112.8125","56.765625","1.899999976158142","2","14.399999999999999"
"4121","Brute III","8400","2016-09-21 20:38:30","2016-06-08","55.84375","9.201874732971191","","","55.84375","","",""
"1724","Shriker","7440c","2016-09-21 23:06:33","2015-09-16","41.8828125","80.29751586914062","","","41.8828125","","",""
"3833","Omega the Unknown","8440","2016-09-21 20:42:48","2015-10-14","76.7734375","84.27037811279297","","","76.7734375","1.2999999523162842","2","3.0"
"3373","La Lunatica","8200","2016-09-21 17:33:35","2015-11-28","13.9375","54.498321533203125","","","13.9375","1.600000023841858","3","5.1515625"
"329","Answer","8200","2016-09-21 19:11:13","2015-12-29","27.921875","22.46082878112793","","","27.921875","1.2000000476837158","2","19.2"
"3126","Agron","7200","2016-09-21 19:26:19","2014-12-31","13.9375","1.036995530128479","","","13.9375","1.7000000476837158","2","16.8"
"3220","Ocelot","7200c","2016-09-21 23:37:50","2015-06-08","34.90234375","16.485729217529297","","","34.90234375","","",""
"1421","John Walker","8200","2016-09-21 21:56:33","2016-05-12","83.7890625","55.30303192138672","","","83.7890625","1.100000023841858","11","17.19140625"
"3004","Trioccula","8200","2016-09-21 22:24:00","2016-02-22","27.921875","38.32540512084961","","","27.921875","1.2000000476837158","2","8.4"
"615","Betty Brant Leeds","7400","2016-09-21 20:20:12","2014-10-15","264.0625","36.03254699707031","209.25","28.1875","26.625","1.0","5","1.48828125"
"1722","Aged Genghis","8400","2016-09-21 18:50:32","2015-11-13","111.71875","27.72727394104004","","","111.71875","","",""
"1193","Coldfire","7200c","2016-09-21 20:18:04","2015-06-30","58.15625","19.529150009155273","51.1875","","6.96875","1.100000023841858","10","2.26171875"
"2696","Beautiful Dreamer","7450","2016-09-21 22:46:00","2014-08-14","53.25","8.839495658874512","","","53.25","","",""
"2017","Power Skrull","8200","2016-09-21 19:36:25","2016-05-24","111.71875","77.44929504394531","","","111.71875","","",""
"3691","Indra","7200c","2016-09-21 19:28:00","2015-02-03","20.90625","30.175634384155273","","","20.90625","","",""
"3760","Gorilla-Man","7450c","2016-09-21 18:05:00","2015-03-24","335.0625","27.283855438232422","","","335.0625","","",""
"1210","Black Jack Tarr","8450","2016-09-21 21:12:00","2016-07-05","335.15625","71.06177520751953","","","335.15625","1.399999976158142","83","127.072265625"
"2316","Agron","V400","2016-09-21 23:48:35","2014-04-04","705.625","35.30917739868164","682.5","","23.125","5.800000190734863","4","1.5310546875"
"482","SuperPro","7400","2016-09-21 21:15:34","2013-09-19","467.671875","29.266897201538086","383.90625","","83.765625","1.7999999523162842","18","43.199999999999996"
"4457","Crimson Cavalier","8200","2016-09-21 17:06:41","2016-08-08","69.82421875","79.15804290771484","","","69.82421875","","2","4.8"
"2906","Peace Monger","7200c","2016-09-21 21:16:07","2015-04-10","34.90234375","12.378287315368652","","","34.90234375","1.399999976158142","3","7.199999999999999"
"703","Zombie","7450","2016-09-21 17:05:36","2014-06-27","19.96875","10.338419914245605","","","19.96875","","",""
"3590","Joseph","7450c","2016-09-21 17:46:46","2015-03-04","48.78125","80.97773742675781","","","48.78125","1.2000000476837158","13","9.444140625"
"3280","Mikey","7200c","2016-09-21 21:20:24","2015-05-27","6.96875","25.980939865112305","","","6.96875","","",""
"471","Morg","7200c","2016-09-21 20:04:17","2015-05-11","266.9921875","70.29261016845703","","169.265625","97.7265625","1.2000000476837158","10","29.0625"
"2830","Speed","7400c","2016-09-21 19:28:00","2015-05-08","83.765625","16.116395950317383","","","83.765625","1.7000000476837158","48","111.247265625"
"3842","Dr. John Grey","8200","2016-09-21 19:48:52","2015-10-26","27.921875","55.42109680175781","","","27.921875","5.099999904632568","22","24.9375"
"769","Cerebra","7400","2016-09-21 18:43:26","2013-06-22","147.6875","25.121667861938477","127.96875","","19.71875","1.399999976158142","4","9.6"
"125","Cardinal","7400","2016-09-22 00:20:53","2014-02-04","182.8125","55.75320816040039","59.6875","95.203125","27.921875","1.5","1","0.1171875"
"3850","Atom-Smasher","7450","2016-09-21 19:38:06","2014-05-30","159.75","68.84780883789062","","","159.75","","",""
"4333","Betty Brant","8200","2016-09-21 21:11:31","2016-07-14","55.859375","74.04545593261719","","","55.859375","","",""
"3111","Gladiatrix","8400","2016-09-21 08:40:49","2016-03-30","41.8828125","49.053348541259766","","","41.8828125","1.2000000476837158","5","10.799999999999999"
"281","Domo","7400","2016-09-21 21:13:24","2014-07-07","835.625","20.603029251098633","523.125","","312.5","1.5","20","96.0"
"1063","Punisher 2099","8200","2016-09-21 17:29:04","2016-02-08","69.82421875","37.387413024902344","","","69.82421875","1.2000000476837158","12","33.80625"
